Province/State;Country/Region;Lat;Long;date;recovred
Guizhou;China;26.8154;106.8748;2020-07-26;145
Hainan;China;19.1959;109.7453;2020-07-26;165
Hebei;China;37.8957;114.9042;2020-07-26;343
Heilongjiang;China;47.861999999999995;127.7615;2020-07-26;934
Henan;China;33.882;113.61399999999999;2020-07-26;1254
Hong Kong;China;22.3;114.2;2020-07-26;1495
Hubei;China;30.9756;112.2707;2020-07-26;63623
Hunan;China;27.6104;111.7088;2020-07-26;1015
Inner Mongolia;China;44.0935;113.9448;2020-07-26;244
Jiangsu;China;32.9711;119.455;2020-07-26;654
Jiangxi;China;27.614;115.7221;2020-07-26;931
Jilin;China;43.6661;126.1923;2020-07-26;153
Liaoning;China;41.2956;122.6085;2020-07-26;160
Macau;China;22.1667;113.55;2020-07-26;46
Ningxia;China;37.2692;106.1655;2020-07-26;75
Qinghai;China;35.7452;95.9956;2020-07-26;18
Shaanxi;China;35.1917;108.8701;2020-07-26;318
Shandong;China;36.3427;118.1498;2020-07-26;785
Shanghai;China;31.201999999999998;121.4491;2020-07-26;717
Shanxi;China;37.5777;112.2922;2020-07-26;201
Sichuan;China;30.6171;102.7103;2020-07-26;594
Tianjin;China;39.3054;117.323;2020-07-26;195
Tibet;China;31.6927;88.0924;2020-07-26;1
Xinjiang;China;41.1129;85.2401;2020-07-26;73
Yunnan;China;24.974;101.48700000000001;2020-07-26;186
Zhejiang;China;29.1832;120.0934;2020-07-26;1268
;Colombia;4.5709;-74.2973;2020-07-26;125037
;Comoros;-11.6455;43.3333;2020-07-26;328
;Congo (Brazzaville);-0.228;15.8277;2020-07-26;756
;Congo (Kinshasa);-4.0383;21.7587;2020-07-26;5510
;Costa Rica;9.7489;-83.7534;2020-07-26;3736
;Cote d'Ivoire;7.54;-5.5471;2020-07-26;10178
;Croatia;45.1;15.2;2020-07-26;3866
;Cuba;21.521757;-77.78116700000001;2020-07-26;2349
;Cyprus;35.1264;33.4299;2020-07-26;852
;Czechia;49.8175;15.472999999999999;2020-07-26;11428
Faroe Islands;Denmark;61.8926;-6.9118;2020-07-26;188
Greenland;Denmark;71.7069;-42.6043;2020-07-26;13
;Denmark;56.2639;9.5018;2020-07-26;12340
;Diamond Princess;0.0;0.0;2020-07-26;651
;Djibouti;11.8251;42.5903;2020-07-26;4966
;Dominica;15.415;-61.371;2020-07-26;18
;Dominican Republic;18.7357;-70.1627;2020-07-26;28603
;Ecuador;-1.8312;-78.1834;2020-07-26;34896
;Egypt;26.820553000000004;30.802497999999996;2020-07-26;33831
;El Salvador;13.7942;-88.8965;2020-07-26;7648
;Equatorial Guinea;1.6508;10.2679;2020-07-26;842
;Eritrea;15.1794;39.7823;2020-07-26;189
;Estonia;58.5953;25.0136;2020-07-26;1922
;Eswatini;-26.5225;31.4659;2020-07-26;986
;Ethiopia;9.145;40.4897;2020-07-26;6216
;Fiji;-17.7134;178.065;2020-07-26;18
;Finland;61.92411;25.748151;2020-07-26;6920
French Guiana;France;3.9339;-53.1258;2020-07-26;5767
French Polynesia;France;-17.6797;149.4068;2020-07-26;60
Guadeloupe;France;16.265;-61.551;2020-07-26;176
Martinique;France;14.6415;-61.0242;2020-07-26;98
Mayotte;France;-12.8275;45.166244;2020-07-26;2650
New Caledonia;France;-20.904304999999997;165.618042;2020-07-26;22
Reunion;France;-21.1151;55.5364;2020-07-26;558
Saint Barthelemy;France;17.9;-62.8333;2020-07-26;6
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-07-26;1
St Martin;France;18.0708;-63.0501;2020-07-26;41
;France;46.2276;2.2137;2020-07-26;71566
;Gabon;-0.8037;11.6094;2020-07-26;4463
;Gambia;13.4432;-15.3101;2020-07-26;60
;Georgia;42.3154;43.3569;2020-07-26;920
;Germany;51.165690999999995;10.451526;2020-07-26;190055
;Ghana;7.9465;-1.0232;2020-07-26;29494
;Greece;39.0742;21.8243;2020-07-26;1374
;Grenada;12.1165;-61.678999999999995;2020-07-26;23
;Guatemala;15.7835;-90.2308;2020-07-26;31612
;Guinea;9.9456;-9.6966;2020-07-26;6152
;Guinea-Bissau;11.8037;-15.1804;2020-07-26;803
;Guyana;4.860416000000001;-58.93018000000001;2020-07-26;181
;Haiti;18.9712;-72.2852;2020-07-26;4365
;Holy See;41.9029;12.4534;2020-07-26;12
;Honduras;15.2;-86.2419;2020-07-26;4922
;Hungary;47.1625;19.5033;2020-07-26;3329
;Iceland;64.9631;-19.0208;2020-07-26;1823
;India;20.593684;78.96288;2020-07-26;917568
;Indonesia;-0.7893;113.9213;2020-07-26;56655
;Iran;32.427908;53.68804599999999;2020-07-26;253213
;Iraq;33.223191;43.679291;2020-07-26;75217
;Ireland;53.1424;-7.6921;2020-07-26;23364
;Israel;31.046051000000002;34.851612;2020-07-26;27025
;Italy;41.87194;12.56738;2020-07-26;198446
;Jamaica;18.1096;-77.2975;2020-07-26;714
;Japan;36.204824;138.252924;2020-07-26;21606
;Jordan;31.24;36.51;2020-07-26;1041
;Kazakhstan;48.0196;66.9237;2020-07-26;52571
;Kenya;-0.0236;37.9062;2020-07-26;7743
;Korea, South;35.907757000000004;127.766922;2020-07-26;12905
;Kosovo;42.602636;20.902977;2020-07-26;3874
;Kuwait;29.311659999999996;47.481766;2020-07-26;54373
;Kyrgyzstan;41.20438;74.766098;2020-07-26;20388
;Laos;19.856270000000002;102.495496;2020-07-26;19
;Latvia;56.8796;24.6032;2020-07-26;1045
;Lebanon;33.8547;35.8623;2020-07-26;1692
;Lesotho;-29.61;28.2336;2020-07-26;128
;Liberia;6.4280550000000005;-9.429499;2020-07-26;641
;Libya;26.3351;17.228331;2020-07-26;553
;Liechtenstein;47.14;9.55;2020-07-26;81
;Lithuania;55.1694;23.8813;2020-07-26;1616
;Luxembourg;49.8153;6.1296;2020-07-26;4647
;MS Zaandam;0.0;0.0;2020-07-26;0
;Madagascar;-18.766947000000002;46.869107;2020-07-26;5579
;Malawi;-13.2543;34.3015;2020-07-26;1639
;Malaysia;4.210483999999999;101.97576600000001;2020-07-26;8600
;Maldives;3.2028;73.2207;2020-07-26;2528
;Mali;17.570692;-3.9961660000000006;2020-07-26;1911
;Malta;35.9375;14.3754;2020-07-26;665
;Marshall Islands;7.1315;171.1845;2020-07-26;0
;Mauritania;21.0079;-10.9408;2020-07-26;4430
;Mauritius;-20.348404000000002;57.552152;2020-07-26;332
;Mexico;23.6345;-102.5528;2020-07-26;295222
;Moldova;47.4116;28.3699;2020-07-26;15909
;Monaco;43.7333;7.4167;2020-07-26;104
;Mongolia;46.8625;103.8467;2020-07-26;218
;Montenegro;42.708678000000006;19.37439;2020-07-26;739
;Morocco;31.7917;-7.0926;2020-07-26;16438
;Mozambique;-18.6657;35.5296;2020-07-26;593
;Namibia;-22.9576;18.4904;2020-07-26;75
;Nepal;28.1667;84.25;2020-07-26;13128
Aruba;Netherlands;12.5211;-69.9683;2020-07-26;102
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-07-26;7
Curacao;Netherlands;12.1696;-68.99;2020-07-26;24
Sint Maarten;Netherlands;18.0425;-63.0548;2020-07-26;63
;Netherlands;52.1326;5.2913;2020-07-26;0
;New Zealand;-40.9006;174.886;2020-07-26;1513
;Nicaragua;12.865416;-85.207229;2020-07-26;2492
;Niger;17.607789;8.081666;2020-07-26;1027
;Nigeria;9.082;8.6753;2020-07-26;17374
;North Macedonia;41.6086;21.7453;2020-07-26;5427
;Norway;60.472;8.4689;2020-07-26;8752
;Oman;21.512583;55.923255000000005;2020-07-26;55299
;Pakistan;30.3753;69.3451;2020-07-26;237434
;Panama;8.538;-80.7821;2020-07-26;34131
;Papua New Guinea;-6.314993;143.95555;2020-07-26;11
;Paraguay;-23.4425;-58.4438;2020-07-26;2794
;Peru;-9.19;-75.0152;2020-07-26;267850
;Philippines;12.879721;121.77401699999999;2020-07-26;26110
;Poland;51.9194;19.1451;2020-07-26;32753
;Portugal;39.3999;-8.2245;2020-07-26;35217
;Qatar;25.3548;51.1839;2020-07-26;106024
;Romania;45.9432;24.9668;2020-07-26;25643
;Russia;61.52401;105.31875600000001;2020-07-26;599172
;Rwanda;-1.9403;29.8739;2020-07-26;918
;Saint Kitts and Nevis;17.357822;-62.782998;2020-07-26;15
;Saint Lucia;13.9094;-60.9789;2020-07-26;22
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-07-26;39
;San Marino;43.9424;12.4578;2020-07-26;657
;Sao Tome and Principe;0.1864;6.6131;2020-07-26;696
;Saudi Arabia;23.885942;45.079162;2020-07-26;220323
;Senegal;14.4974;-14.4524;2020-07-26;6409
;Serbia;44.0165;21.0059;2020-07-26;0
;Seychelles;-4.6796;55.492;2020-07-26;39
;Sierra Leone;8.460555000000001;-11.779889;2020-07-26;1313
;Singapore;1.2833;103.8333;2020-07-26;45521
;Slovakia;48.669;19.699;2020-07-26;1577
;Slovenia;46.1512;14.9955;2020-07-26;1678
;Solomon Islands;-9.6457;160.1562;2020-07-26;0
;Somalia;5.152149;46.199616;2020-07-26;1521
;South Africa;-30.5595;22.9375;2020-07-26;265077
;South Sudan;6.877000000000001;31.307;2020-07-26;1175
;Spain;40.463667;-3.7492199999999998;2020-07-26;150376
;Sri Lanka;7.873054;80.77179699999999;2020-07-26;2106
;Sudan;12.8628;30.2176;2020-07-26;5890
;Suriname;3.9193;-56.0278;2020-07-26;890
;Sweden;60.128161;18.643501;2020-07-26;0
;Switzerland;46.8182;8.2275;2020-07-26;30700
;Syria;34.8021;38.9968;2020-07-26;200
;Taiwan*;23.7;121.0;2020-07-26;440
;Tajikistan;38.861;71.2761;2020-07-26;5970
;Tanzania;-6.369028;34.888822;2020-07-26;183
;Thailand;15.870032;100.992541;2020-07-26;3109
;Timor-Leste;-8.8742;125.7275;2020-07-26;24
;Togo;8.6195;0.8248;2020-07-26;599
;Trinidad and Tobago;10.6918;-61.2225;2020-07-26;128
;Tunisia;33.886917;9.537499;2020-07-26;1142
;Turkey;38.9637;35.2433;2020-07-26;209487
;US;40.0;-100.0;2020-07-26;1297863
;Uganda;1.373333;32.290275;2020-07-26;982
;Ukraine;48.3794;31.1656;2020-07-26;36885
;United Arab Emirates;23.424076;53.847818000000004;2020-07-26;52182
Anguilla;United Kingdom;18.2206;-63.0686;2020-07-26;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-07-26;139
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-07-26;7
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-07-26;202
Channel Islands;United Kingdom;49.3723;-2.3644;2020-07-26;533
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-07-26;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-07-26;180
Isle of Man;United Kingdom;54.2361;-4.5481;2020-07-26;312
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-07-26;10
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-07-26;35
;United Kingdom;55.3781;-3.4360000000000004;2020-07-26;0
;Uruguay;-32.5228;-55.7658;2020-07-26;948
;Uzbekistan;41.377491;64.585262;2020-07-26;11105
;Vanuatu;-15.3767;166.9592;2020-07-26;0
;Venezuela;6.4238;-66.5897;2020-07-26;9746
;Vietnam;14.058323999999999;108.277199;2020-07-26;365
;West Bank and Gaza;31.9522;35.2332;2020-07-26;3752
;Western Sahara;24.2155;-12.8858;2020-07-26;8
;Yemen;15.552726999999999;48.516388;2020-07-26;797
;Zambia;-13.133897;27.849332;2020-07-26;2350
;Zimbabwe;-19.015438;29.154857;2020-07-26;518
;Afghanistan;33.93911;67.709953;2020-07-27;25198
;Albania;41.1533;20.1683;2020-07-27;2745
;Algeria;28.0339;1.6596;2020-07-27;18837
;Andorra;42.5063;1.5218;2020-07-27;803
;Angola;-11.2027;17.8739;2020-07-27;242
;Antigua and Barbuda;17.0608;-61.7964;2020-07-27;65
;Argentina;-38.4161;-63.6167;2020-07-27;72575
;Armenia;40.0691;45.0382;2020-07-27;26665
Australian Capital Territory;Australia;-35.4735;149.0124;2020-07-27;109
New South Wales;Australia;-33.8688;151.2093;2020-07-27;2989
Northern Territory;Australia;-12.4634;130.8456;2020-07-27;30
Queensland;Australia;-27.4698;153.0251;2020-07-27;1063
South Australia;Australia;-34.9285;138.6007;2020-07-27;441
Tasmania;Australia;-42.8821;147.3272;2020-07-27;215
Victoria;Australia;-37.8136;144.9631;2020-07-27;3817
Western Australia;Australia;-31.9505;115.8605;2020-07-27;647
;Austria;47.5162;14.5501;2020-07-27;18246
;Azerbaijan;40.1431;47.5769;2020-07-27;23242
;Bahamas;25.025885;-78.035889;2020-07-27;91
;Bahrain;26.0275;50.55;2020-07-27;36110
;Bangladesh;23.685;90.3563;2020-07-27;125683
;Barbados;13.1939;-59.5432;2020-07-27;94
;Belarus;53.7098;27.9534;2020-07-27;60492
;Belgium;50.8333;4.469936;2020-07-27;17452
;Belize;17.1899;-88.4976;2020-07-27;26
;Benin;9.3077;2.3158;2020-07-27;1036
;Bhutan;27.5142;90.4336;2020-07-27;86
;Bolivia;-16.2902;-63.5887;2020-07-27;21478
;Bosnia and Herzegovina;43.9159;17.6791;2020-07-27;4930
;Botswana;-22.3285;24.6849;2020-07-27;63
;Brazil;-14.235;-51.9253;2020-07-27;1846641
;Brunei;4.5353;114.7277;2020-07-27;138
;Bulgaria;42.7339;25.4858;2020-07-27;5585
;Burkina Faso;12.2383;-1.5616;2020-07-27;926
;Burma;21.9162;95.956;2020-07-27;292
;Burundi;-3.3731;29.9189;2020-07-27;301
;Cabo Verde;16.5388;-23.0418;2020-07-27;1550
;Cambodia;11.55;104.9167;2020-07-27;147
;Cameroon;3.8480000000000003;11.5021;2020-07-27;14539
;Canada;56.1304;-106.3468;2020-07-27;101447
;Central African Republic;6.6111;20.9394;2020-07-27;1546
;Chad;15.4542;18.7322;2020-07-27;810
;Chile;-35.6751;-71.543;2020-07-27;319954
Anhui;China;31.8257;117.2264;2020-07-27;985
Beijing;China;40.1824;116.4142;2020-07-27;895
Chongqing;China;30.0572;107.874;2020-07-27;576
Fujian;China;26.0789;117.9874;2020-07-27;361
Gansu;China;35.7518;104.2861;2020-07-27;165
Guangdong;China;23.3417;113.4244;2020-07-27;1645
Guangxi;China;23.8298;108.7881;2020-07-27;253
Guizhou;China;26.8154;106.8748;2020-07-27;145
Hainan;China;19.1959;109.7453;2020-07-27;165
Hebei;China;37.8957;114.9042;2020-07-27;343
Heilongjiang;China;47.861999999999995;127.7615;2020-07-27;934
Henan;China;33.882;113.61399999999999;2020-07-27;1254
Hong Kong;China;22.3;114.2;2020-07-27;1486
Hubei;China;30.9756;112.2707;2020-07-27;63623
Hunan;China;27.6104;111.7088;2020-07-27;1015
Inner Mongolia;China;44.0935;113.9448;2020-07-27;244
Jiangsu;China;32.9711;119.455;2020-07-27;654
Jiangxi;China;27.614;115.7221;2020-07-27;931
Jilin;China;43.6661;126.1923;2020-07-27;153
Liaoning;China;41.2956;122.6085;2020-07-27;160
Macau;China;22.1667;113.55;2020-07-27;46
Ningxia;China;37.2692;106.1655;2020-07-27;75
Qinghai;China;35.7452;95.9956;2020-07-27;18
Shaanxi;China;35.1917;108.8701;2020-07-27;318
Shandong;China;36.3427;118.1498;2020-07-27;785
Shanghai;China;31.201999999999998;121.4491;2020-07-27;718
Shanxi;China;37.5777;112.2922;2020-07-27;201
Sichuan;China;30.6171;102.7103;2020-07-27;595
Tianjin;China;39.3054;117.323;2020-07-27;195
Tibet;China;31.6927;88.0924;2020-07-27;1
Xinjiang;China;41.1129;85.2401;2020-07-27;73
Yunnan;China;24.974;101.48700000000001;2020-07-27;186
Zhejiang;China;29.1832;120.0934;2020-07-27;1268
;Colombia;4.5709;-74.2973;2020-07-27;131161
;Comoros;-11.6455;43.3333;2020-07-27;328
;Congo (Brazzaville);-0.228;15.8277;2020-07-27;829
;Congo (Kinshasa);-4.0383;21.7587;2020-07-27;5700
;Costa Rica;9.7489;-83.7534;2020-07-27;3824
;Cote d'Ivoire;7.54;-5.5471;2020-07-27;10361
;Croatia;45.1;15.2;2020-07-27;3936
;Cuba;21.521757;-77.78116700000001;2020-07-27;2351
;Cyprus;35.1264;33.4299;2020-07-27;852
;Czechia;49.8175;15.472999999999999;2020-07-27;11428
Faroe Islands;Denmark;61.8926;-6.9118;2020-07-27;188
Greenland;Denmark;71.7069;-42.6043;2020-07-27;13
;Denmark;56.2639;9.5018;2020-07-27;12417
;Diamond Princess;0.0;0.0;2020-07-27;651
;Djibouti;11.8251;42.5903;2020-07-27;4977
;Dominica;15.415;-61.371;2020-07-27;18
;Dominican Republic;18.7357;-70.1627;2020-07-27;30204
;Ecuador;-1.8312;-78.1834;2020-07-27;34896
;Egypt;26.820553000000004;30.802497999999996;2020-07-27;34838
;El Salvador;13.7942;-88.8965;2020-07-27;7778
;Equatorial Guinea;1.6508;10.2679;2020-07-27;842
;Eritrea;15.1794;39.7823;2020-07-27;191
;Estonia;58.5953;25.0136;2020-07-27;1923
;Eswatini;-26.5225;31.4659;2020-07-27;1025
;Ethiopia;9.145;40.4897;2020-07-27;6386
;Fiji;-17.7134;178.065;2020-07-27;18
;Finland;61.92411;25.748151;2020-07-27;6920
French Guiana;France;3.9339;-53.1258;2020-07-27;6047
French Polynesia;France;-17.6797;149.4068;2020-07-27;60
Guadeloupe;France;16.265;-61.551;2020-07-27;176
Martinique;France;14.6415;-61.0242;2020-07-27;98
Mayotte;France;-12.8275;45.166244;2020-07-27;2672
New Caledonia;France;-20.904304999999997;165.618042;2020-07-27;22
Reunion;France;-21.1151;55.5364;2020-07-27;592
Saint Barthelemy;France;17.9;-62.8333;2020-07-27;6
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-07-27;1
St Martin;France;18.0708;-63.0501;2020-07-27;41
;France;46.2276;2.2137;2020-07-27;71497
;Gabon;-0.8037;11.6094;2020-07-27;4682
;Gambia;13.4432;-15.3101;2020-07-27;66
;Georgia;42.3154;43.3569;2020-07-27;922
;Germany;51.165690999999995;10.451526;2020-07-27;190314
;Ghana;7.9465;-1.0232;2020-07-27;29801
;Greece;39.0742;21.8243;2020-07-27;1374
;Grenada;12.1165;-61.678999999999995;2020-07-27;23
;Guatemala;15.7835;-90.2308;2020-07-27;32455
;Guinea;9.9456;-9.6966;2020-07-27;6257
;Guinea-Bissau;11.8037;-15.1804;2020-07-27;803
;Guyana;4.860416000000001;-58.93018000000001;2020-07-27;181
;Haiti;18.9712;-72.2852;2020-07-27;4365
;Holy See;41.9029;12.4534;2020-07-27;12
;Honduras;15.2;-86.2419;2020-07-27;5039
;Hungary;47.1625;19.5033;2020-07-27;3329
;Iceland;64.9631;-19.0208;2020-07-27;1823
;India;20.593684;78.96288;2020-07-27;951166
;Indonesia;-0.7893;113.9213;2020-07-27;58173
;Iran;32.427908;53.68804599999999;2020-07-27;255144
;Iraq;33.223191;43.679291;2020-07-27;77144
;Ireland;53.1424;-7.6921;2020-07-27;23364
;Israel;31.046051000000002;34.851612;2020-07-27;27133
;Italy;41.87194;12.56738;2020-07-27;198593
;Jamaica;18.1096;-77.2975;2020-07-27;714
;Japan;36.204824;138.252924;2020-07-27;21970
;Jordan;31.24;36.51;2020-07-27;1041
;Kazakhstan;48.0196;66.9237;2020-07-27;54404
;Kenya;-0.0236;37.9062;2020-07-27;7833
;Korea, South;35.907757000000004;127.766922;2020-07-27;13007
;Kosovo;42.602636;20.902977;2020-07-27;4027
;Kuwait;29.311659999999996;47.481766;2020-07-27;55057
;Kyrgyzstan;41.20438;74.766098;2020-07-27;21205
;Laos;19.856270000000002;102.495496;2020-07-27;19
;Latvia;56.8796;24.6032;2020-07-27;1045
;Lebanon;33.8547;35.8623;2020-07-27;1709
;Lesotho;-29.61;28.2336;2020-07-27;128
;Liberia;6.4280550000000005;-9.429499;2020-07-27;646
;Libya;26.3351;17.228331;2020-07-27;577
;Liechtenstein;47.14;9.55;2020-07-27;81
;Lithuania;55.1694;23.8813;2020-07-27;1620
;Luxembourg;49.8153;6.1296;2020-07-27;4825
;MS Zaandam;0.0;0.0;2020-07-27;0
;Madagascar;-18.766947000000002;46.869107;2020-07-27;6260
;Malawi;-13.2543;34.3015;2020-07-27;1645
;Malaysia;4.210483999999999;101.97576600000001;2020-07-27;8601
;Maldives;3.2028;73.2207;2020-07-27;2547
;Mali;17.570692;-3.9961660000000006;2020-07-27;1913
;Malta;35.9375;14.3754;2020-07-27;665
;Marshall Islands;7.1315;171.1845;2020-07-27;0
;Mauritania;21.0079;-10.9408;2020-07-27;4653
;Mauritius;-20.348404000000002;57.552152;2020-07-27;332
;Mexico;23.6345;-102.5528;2020-07-27;303810
;Moldova;47.4116;28.3699;2020-07-27;16154
;Monaco;43.7333;7.4167;2020-07-27;104
;Mongolia;46.8625;103.8467;2020-07-27;222
;Montenegro;42.708678000000006;19.37439;2020-07-27;809
;Morocco;31.7917;-7.0926;2020-07-27;16553
;Mozambique;-18.6657;35.5296;2020-07-27;596
;Namibia;-22.9576;18.4904;2020-07-27;101
;Nepal;28.1667;84.25;2020-07-27;13754
Aruba;Netherlands;12.5211;-69.9683;2020-07-27;102
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-07-27;7
Curacao;Netherlands;12.1696;-68.99;2020-07-27;24
Sint Maarten;Netherlands;18.0425;-63.0548;2020-07-27;63
;Netherlands;52.1326;5.2913;2020-07-27;0
;New Zealand;-40.9006;174.886;2020-07-27;1514
;Nicaragua;12.865416;-85.207229;2020-07-27;2492
;Niger;17.607789;8.081666;2020-07-27;1027
;Nigeria;9.082;8.6753;2020-07-27;18203
;North Macedonia;41.6086;21.7453;2020-07-27;5564
;Norway;60.472;8.4689;2020-07-27;8752
;Oman;21.512583;55.923255000000005;2020-07-27;57028
;Pakistan;30.3753;69.3451;2020-07-27;241026
;Panama;8.538;-80.7821;2020-07-27;35086
;Papua New Guinea;-6.314993;143.95555;2020-07-27;11
;Paraguay;-23.4425;-58.4438;2020-07-27;2905
;Peru;-9.19;-75.0152;2020-07-27;272547
;Philippines;12.879721;121.77401699999999;2020-07-27;26446
;Poland;51.9194;19.1451;2020-07-27;32856
;Portugal;39.3999;-8.2245;2020-07-27;35375
;Qatar;25.3548;51.1839;2020-07-27;106328
;Romania;45.9432;24.9668;2020-07-27;25794
;Russia;61.52401;105.31875600000001;2020-07-27;602249
;Rwanda;-1.9403;29.8739;2020-07-27;975
;Saint Kitts and Nevis;17.357822;-62.782998;2020-07-27;15
;Saint Lucia;13.9094;-60.9789;2020-07-27;22
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-07-27;39
;San Marino;43.9424;12.4578;2020-07-27;657
;Sao Tome and Principe;0.1864;6.6131;2020-07-27;734
;Saudi Arabia;23.885942;45.079162;2020-07-27;222936
;Senegal;14.4974;-14.4524;2020-07-27;6477
;Serbia;44.0165;21.0059;2020-07-27;0
;Seychelles;-4.6796;55.492;2020-07-27;39
;Sierra Leone;8.460555000000001;-11.779889;2020-07-27;1317
;Singapore;1.2833;103.8333;2020-07-27;45692
;Slovakia;48.669;19.699;2020-07-27;1616
;Slovenia;46.1512;14.9955;2020-07-27;1733
;Solomon Islands;-9.6457;160.1562;2020-07-27;0
;Somalia;5.152149;46.199616;2020-07-27;1543
;South Africa;-30.5595;22.9375;2020-07-27;274925
;South Sudan;6.877000000000001;31.307;2020-07-27;1175
;Spain;40.463667;-3.7492199999999998;2020-07-27;150376
;Sri Lanka;7.873054;80.77179699999999;2020-07-27;2121
;Sudan;12.8628;30.2176;2020-07-27;5939
;Suriname;3.9193;-56.0278;2020-07-27;925
;Sweden;60.128161;18.643501;2020-07-27;0
;Switzerland;46.8182;8.2275;2020-07-27;30900
;Syria;34.8021;38.9968;2020-07-27;210
;Taiwan*;23.7;121.0;2020-07-27;440
;Tajikistan;38.861;71.2761;2020-07-27;6028
;Tanzania;-6.369028;34.888822;2020-07-27;183
;Thailand;15.870032;100.992541;2020-07-27;3111
;Timor-Leste;-8.8742;125.7275;2020-07-27;24
;Togo;8.6195;0.8248;2020-07-27;607
;Trinidad and Tobago;10.6918;-61.2225;2020-07-27;128
;Tunisia;33.886917;9.537499;2020-07-27;1157
;Turkey;38.9637;35.2433;2020-07-27;210469
;US;40.0;-100.0;2020-07-27;1325804
;Uganda;1.373333;32.290275;2020-07-27;986
;Ukraine;48.3794;31.1656;2020-07-27;37202
;United Arab Emirates;23.424076;53.847818000000004;2020-07-27;52510
Anguilla;United Kingdom;18.2206;-63.0686;2020-07-27;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-07-27;141
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-07-27;7
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-07-27;202
Channel Islands;United Kingdom;49.3723;-2.3644;2020-07-27;533
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-07-27;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-07-27;180
Isle of Man;United Kingdom;54.2361;-4.5481;2020-07-27;312
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-07-27;10
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-07-27;36
;United Kingdom;55.3781;-3.4360000000000004;2020-07-27;0
;Uruguay;-32.5228;-55.7658;2020-07-27;951
;Uzbekistan;41.377491;64.585262;2020-07-27;11674
;Vanuatu;-15.3767;166.9592;2020-07-27;0
;Venezuela;6.4238;-66.5897;2020-07-27;9959
;Vietnam;14.058323999999999;108.277199;2020-07-27;365
;West Bank and Gaza;31.9522;35.2332;2020-07-27;3752
;Western Sahara;24.2155;-12.8858;2020-07-27;8
;Yemen;15.552726999999999;48.516388;2020-07-27;833
;Zambia;-13.133897;27.849332;2020-07-27;2815
;Zimbabwe;-19.015438;29.154857;2020-07-27;542
;Afghanistan;33.93911;67.709953;2020-07-28;25358
;Albania;41.1533;20.1683;2020-07-28;2789
;Algeria;28.0339;1.6596;2020-07-28;19233
;Andorra;42.5063;1.5218;2020-07-28;803
;Angola;-11.2027;17.8739;2020-07-28;266
;Antigua and Barbuda;17.0608;-61.7964;2020-07-28;65
;Argentina;-38.4161;-63.6167;2020-07-28;75083
;Armenia;40.0691;45.0382;2020-07-28;27357
Australian Capital Territory;Australia;-35.4735;149.0124;2020-07-28;109
New South Wales;Australia;-33.8688;151.2093;2020-07-28;2989
Northern Territory;Australia;-12.4634;130.8456;2020-07-28;30
Queensland;Australia;-27.4698;153.0251;2020-07-28;1063
South Australia;Australia;-34.9285;138.6007;2020-07-28;441
Tasmania;Australia;-42.8821;147.3272;2020-07-28;215
Victoria;Australia;-37.8136;144.9631;2020-07-28;4123
Western Australia;Australia;-31.9505;115.8605;2020-07-28;647
;Austria;47.5162;14.5501;2020-07-28;18379
;Azerbaijan;40.1431;47.5769;2020-07-28;23873
;Bahamas;25.025885;-78.035889;2020-07-28;91
;Bahrain;26.0275;50.55;2020-07-28;36531
;Bangladesh;23.685;90.3563;2020-07-28;127414
;Barbados;13.1939;-59.5432;2020-07-28;94
;Belarus;53.7098;27.9534;2020-07-28;60669
;Belgium;50.8333;4.469936;2020-07-28;17476
;Belize;17.1899;-88.4976;2020-07-28;27
;Benin;9.3077;2.3158;2020-07-28;1036
;Bhutan;27.5142;90.4336;2020-07-28;86
;Bolivia;-16.2902;-63.5887;2020-07-28;21971
;Bosnia and Herzegovina;43.9159;17.6791;2020-07-28;5220
;Botswana;-22.3285;24.6849;2020-07-28;63
;Brazil;-14.235;-51.9253;2020-07-28;1868749
;Brunei;4.5353;114.7277;2020-07-28;138
;Bulgaria;42.7339;25.4858;2020-07-28;5766
;Burkina Faso;12.2383;-1.5616;2020-07-28;926
;Burma;21.9162;95.956;2020-07-28;293
;Burundi;-3.3731;29.9189;2020-07-28;301
