Province/State;Country/Region;Lat;Long;date;confirmed
;Gabon;-0.8037;11.6094;2020-05-27;2319
;Gambia;13.4432;-15.3101;2020-05-27;25
;Georgia;42.3154;43.3569;2020-05-27;735
;Germany;51.165690999999995;10.451526;2020-05-27;181524
;Ghana;7.9465;-1.0232;2020-05-27;7303
;Greece;39.0742;21.8243;2020-05-27;2903
;Grenada;12.1165;-61.678999999999995;2020-05-27;23
;Guatemala;15.7835;-90.2308;2020-05-27;4145
;Guinea;9.9456;-9.6966;2020-05-27;3275
;Guinea-Bissau;11.8037;-15.1804;2020-05-27;1195
;Guyana;4.860416000000001;-58.93018000000001;2020-05-27;139
;Haiti;18.9712;-72.2852;2020-05-27;1320
;Holy See;41.9029;12.4534;2020-05-27;12
;Honduras;15.2;-86.2419;2020-05-27;4640
;Hungary;47.1625;19.5033;2020-05-27;3793
;Iceland;64.9631;-19.0208;2020-05-27;1805
;India;20.593684;78.96288;2020-05-27;158086
;Indonesia;-0.7893;113.9213;2020-05-27;23851
;Iran;32.427908;53.68804599999999;2020-05-27;141591
;Iraq;33.223191;43.679291;2020-05-27;5135
;Ireland;53.1424;-7.6921;2020-05-27;24803
;Israel;31.046051000000002;34.851612;2020-05-27;16793
;Italy;41.87194;12.56738;2020-05-27;231139
;Jamaica;18.1096;-77.2975;2020-05-27;569
;Japan;36.204824;138.252924;2020-05-27;16528
;Jordan;31.24;36.51;2020-05-27;720
;Kazakhstan;48.0196;66.9237;2020-05-27;9304
;Kenya;-0.0236;37.9062;2020-05-27;1471
;Korea, South;35.907757000000004;127.766922;2020-05-27;11344
;Kosovo;42.602636;20.902977;2020-05-27;1047
;Kuwait;29.311659999999996;47.481766;2020-05-27;23267
;Kyrgyzstan;41.20438;74.766098;2020-05-27;1520
;Laos;19.856270000000002;102.495496;2020-05-27;19
;Latvia;56.8796;24.6032;2020-05-27;1057
;Lebanon;33.8547;35.8623;2020-05-27;1161
;Lesotho;-29.61;28.2336;2020-05-27;2
;Liberia;6.4280550000000005;-9.429499;2020-05-27;266
;Libya;26.3351;17.228331;2020-05-27;99
;Liechtenstein;47.14;9.55;2020-05-27;82
;Lithuania;55.1694;23.8813;2020-05-27;1647
;Luxembourg;49.8153;6.1296;2020-05-27;4001
;MS Zaandam;0.0;0.0;2020-05-27;9
;Madagascar;-18.766947000000002;46.869107;2020-05-27;612
;Malawi;-13.2543;34.3015;2020-05-27;101
;Malaysia;4.210483999999999;101.97576600000001;2020-05-27;7619
;Maldives;3.2028;73.2207;2020-05-27;1457
;Mali;17.570692;-3.9961660000000006;2020-05-27;1116
;Malta;35.9375;14.3754;2020-05-27;612
;Marshall Islands;7.1315;171.1845;2020-05-27;0
;Mauritania;21.0079;-10.9408;2020-05-27;292
;Mauritius;-20.348404000000002;57.552152;2020-05-27;334
;Mexico;23.6345;-102.5528;2020-05-27;78023
;Moldova;47.4116;28.3699;2020-05-27;7537
;Monaco;43.7333;7.4167;2020-05-27;98
;Mongolia;46.8625;103.8467;2020-05-27;148
;Montenegro;42.708678000000006;19.37439;2020-05-27;324
;Morocco;31.7917;-7.0926;2020-05-27;7601
;Mozambique;-18.665695;35.529562;2020-05-27;227
;Namibia;-22.9576;18.4904;2020-05-27;22
;Nepal;28.1667;84.25;2020-05-27;886
Aruba;Netherlands;12.5211;-69.9683;2020-05-27;101
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-05-27;6
Curacao;Netherlands;12.1696;-68.99;2020-05-27;18
Sint Maarten;Netherlands;18.0425;-63.0548;2020-05-27;77
;Netherlands;52.1326;5.2913;2020-05-27;45768
;New Zealand;-40.9006;174.886;2020-05-27;1504
;Nicaragua;12.865416;-85.207229;2020-05-27;759
;Niger;17.607789;8.081666;2020-05-27;952
;Nigeria;9.082;8.6753;2020-05-27;8733
;North Macedonia;41.6086;21.7453;2020-05-27;2039
;Norway;60.472;8.4689;2020-05-27;8401
;Oman;21.512583;55.923255000000005;2020-05-27;8373
;Pakistan;30.3753;69.3451;2020-05-27;61227
;Panama;8.538;-80.7821;2020-05-27;11728
;Papua New Guinea;-6.314993;143.95555;2020-05-27;8
;Paraguay;-23.4425;-58.4438;2020-05-27;884
;Peru;-9.19;-75.0152;2020-05-27;135905
;Philippines;12.879721;121.77401699999999;2020-05-27;15049
;Poland;51.9194;19.1451;2020-05-27;22473
;Portugal;39.3999;-8.2245;2020-05-27;31292
;Qatar;25.3548;51.1839;2020-05-27;48947
;Romania;45.9432;24.9668;2020-05-27;18594
;Russia;61.52401;105.31875600000001;2020-05-27;370680
;Rwanda;-1.9403;29.8739;2020-05-27;346
;Saint Kitts and Nevis;17.357822;-62.782998;2020-05-27;15
;Saint Lucia;13.9094;-60.9789;2020-05-27;18
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-05-27;18
;San Marino;43.9424;12.4578;2020-05-27;667
;Sao Tome and Principe;0.1864;6.6131;2020-05-27;443
;Saudi Arabia;23.885942;45.079162;2020-05-27;78541
;Senegal;14.4974;-14.4524;2020-05-27;3253
;Serbia;44.0165;21.0059;2020-05-27;11275
;Seychelles;-4.6796;55.492;2020-05-27;11
;Sierra Leone;8.460555000000001;-11.779889;2020-05-27;782
;Singapore;1.2833;103.8333;2020-05-27;32876
;Slovakia;48.669;19.699;2020-05-27;1515
;Slovenia;46.1512;14.9955;2020-05-27;1471
;Solomon Islands;-9.6457;160.1562;2020-05-27;0
;Somalia;5.152149;46.199616;2020-05-27;1731
;South Africa;-30.5595;22.9375;2020-05-27;25937
;South Sudan;6.877000000000001;31.307;2020-05-27;994
;Spain;40.463667;-3.7492199999999998;2020-05-27;236259
;Sri Lanka;7.873054;80.77179699999999;2020-05-27;1469
;Sudan;12.8628;30.2176;2020-05-27;4346
;Suriname;3.9193;-56.0278;2020-05-27;12
;Sweden;60.128161;18.643501;2020-05-27;36417
;Switzerland;46.8182;8.2275;2020-05-27;30776
;Syria;34.802075;38.996815000000005;2020-05-27;121
;Taiwan*;23.7;121.0;2020-05-27;441
;Tajikistan;38.861;71.2761;2020-05-27;3424
;Tanzania;-6.369028;34.888822;2020-05-27;509
;Thailand;15.870032;100.992541;2020-05-27;3054
;Timor-Leste;-8.874217;125.727539;2020-05-27;24
;Togo;8.6195;0.8248;2020-05-27;395
;Trinidad and Tobago;10.6918;-61.2225;2020-05-27;116
;Tunisia;33.886917;9.537499;2020-05-27;1051
;Turkey;38.9637;35.2433;2020-05-27;159797
;US;40.0;-100.0;2020-05-27;1704489
;Uganda;1.373333;32.290275;2020-05-27;281
;Ukraine;48.3794;31.1656;2020-05-27;21905
;United Arab Emirates;23.424076;53.847818000000004;2020-05-27;31969
Anguilla;United Kingdom;18.2206;-63.0686;2020-05-27;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-05-27;139
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-05-27;8
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-05-27;140
Channel Islands;United Kingdom;49.3723;-2.3644;2020-05-27;560
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-05-27;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-05-27;157
Isle of Man;United Kingdom;54.2361;-4.5481;2020-05-27;336
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-05-27;11
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-05-27;12
;United Kingdom;55.3781;-3.4360000000000004;2020-05-27;250739
;Uruguay;-32.5228;-55.7658;2020-05-27;803
;Uzbekistan;41.377491;64.585262;2020-05-27;3369
;Vanuatu;-15.3767;166.9592;2020-05-27;0
;Venezuela;6.4238;-66.5897;2020-05-27;1245
;Vietnam;14.058323999999999;108.277199;2020-05-27;327
;West Bank and Gaza;31.9522;35.2332;2020-05-27;434
;Western Sahara;24.2155;-12.8858;2020-05-27;9
;Yemen;15.552726999999999;48.516388;2020-05-27;256
;Zambia;-13.133897;27.849332;2020-05-27;1057
;Zimbabwe;-19.015438;29.154857;2020-05-27;132
;Afghanistan;33.93911;67.709953;2020-05-28;13039
;Albania;41.1533;20.1683;2020-05-28;1076
;Algeria;28.0339;1.6596;2020-05-28;8997
;Andorra;42.5063;1.5218;2020-05-28;763
;Angola;-11.2027;17.8739;2020-05-28;74
;Antigua and Barbuda;17.0608;-61.7964;2020-05-28;25
;Argentina;-38.4161;-63.6167;2020-05-28;14702
;Armenia;40.0691;45.0382;2020-05-28;8216
Australian Capital Territory;Australia;-35.4735;149.0124;2020-05-28;107
New South Wales;Australia;-33.8688;151.2093;2020-05-28;3092
Northern Territory;Australia;-12.4634;130.8456;2020-05-28;29
Queensland;Australia;-27.4698;153.0251;2020-05-28;1058
South Australia;Australia;-34.9285;138.6007;2020-05-28;440
Tasmania;Australia;-42.8821;147.3272;2020-05-28;228
Victoria;Australia;-37.8136;144.9631;2020-05-28;1634
Western Australia;Australia;-31.9505;115.8605;2020-05-28;577
;Austria;47.5162;14.5501;2020-05-28;16628
;Azerbaijan;40.1431;47.5769;2020-05-28;4759
;Bahamas;25.025885;-78.035889;2020-05-28;101
;Bahrain;26.0275;50.55;2020-05-28;10052
;Bangladesh;23.685;90.3563;2020-05-28;40321
;Barbados;13.1939;-59.5432;2020-05-28;92
;Belarus;53.7098;27.9534;2020-05-28;39858
;Belgium;50.8333;4.469936;2020-05-28;57849
;Belize;17.1899;-88.4976;2020-05-28;18
;Benin;9.3077;2.3158;2020-05-28;210
;Bhutan;27.5142;90.4336;2020-05-28;31
;Bolivia;-16.2902;-63.5887;2020-05-28;8387
;Bosnia and Herzegovina;43.9159;17.6791;2020-05-28;2462
;Botswana;-22.3285;24.6849;2020-05-28;35
;Brazil;-14.235;-51.9253;2020-05-28;438238
;Brunei;4.5353;114.7277;2020-05-28;141
;Bulgaria;42.7339;25.4858;2020-05-28;2477
;Burkina Faso;12.2383;-1.5616;2020-05-28;847
;Burma;21.9162;95.956;2020-05-28;206
;Burundi;-3.3731;29.9189;2020-05-28;42
;Cabo Verde;16.5388;-23.0418;2020-05-28;390
;Cambodia;11.55;104.9167;2020-05-28;124
;Cameroon;3.8480000000000003;11.5021;2020-05-28;5436
Alberta;Canada;53.9333;-116.5765;2020-05-28;6955
British Columbia;Canada;53.7267;-127.6476;2020-05-28;2558
Diamond Princess;Canada;0.0;0.0;2020-05-28;1
Grand Princess;Canada;0.0;0.0;2020-05-28;13
Manitoba;Canada;53.7609;-98.8139;2020-05-28;294
New Brunswick;Canada;46.5653;-66.4619;2020-05-28;126
Newfoundland and Labrador;Canada;53.1355;-57.6604;2020-05-28;261
Northwest Territories;Canada;64.8255;-124.8457;2020-05-28;5
Nova Scotia;Canada;44.681999999999995;-63.7443;2020-05-28;1055
Nunavut;Canada;70.2998;-83.1076;2020-05-28;0
Ontario;Canada;51.2538;-85.3232;2020-05-28;28320
Prince Edward Island;Canada;46.5107;-63.4168;2020-05-28;27
Quebec;Canada;52.9399;-73.5491;2020-05-28;49711
Repatriated Travellers;Canada;;;2020-05-28;0
Saskatchewan;Canada;52.9399;-106.4509;2020-05-28;639
Yukon;Canada;64.2823;-135.0;2020-05-28;11
;Central African Republic;6.6111;20.9394;2020-05-28;755
;Chad;15.4542;18.7322;2020-05-28;726
;Chile;-35.6751;-71.543;2020-05-28;101837
Anhui;China;31.8257;117.2264;2020-05-28;991
Beijing;China;40.1824;116.4142;2020-05-28;593
Chongqing;China;30.0572;107.874;2020-05-28;579
Fujian;China;26.0789;117.9874;2020-05-28;358
Gansu;China;35.7518;104.2861;2020-05-28;139
Guangdong;China;23.3417;113.4244;2020-05-28;1592
Guangxi;China;23.8298;108.7881;2020-05-28;254
Guizhou;China;26.8154;106.8748;2020-05-28;147
Hainan;China;19.1959;109.7453;2020-05-28;169
Hebei;China;39.549;116.1306;2020-05-28;328
Heilongjiang;China;47.861999999999995;127.7615;2020-05-28;945
Henan;China;37.8957;114.9042;2020-05-28;1276
Hong Kong;China;22.3;114.2;2020-05-28;1066
Hubei;China;30.9756;112.2707;2020-05-28;68135
Hunan;China;27.6104;111.7088;2020-05-28;1019
Inner Mongolia;China;44.0935;113.9448;2020-05-28;232
Jiangsu;China;32.9711;119.455;2020-05-28;653
Jiangxi;China;27.614;115.7221;2020-05-28;937
Jilin;China;43.6661;126.1923;2020-05-28;155
Liaoning;China;41.2956;122.6085;2020-05-28;149
Macau;China;22.1667;113.55;2020-05-28;45
Ningxia;China;37.2692;106.1655;2020-05-28;75
Qinghai;China;35.7452;95.9956;2020-05-28;18
Shaanxi;China;35.1917;108.8701;2020-05-28;308
Shandong;China;36.3427;118.1498;2020-05-28;788
Shanghai;China;31.201999999999998;121.4491;2020-05-28;671
Shanxi;China;37.5777;112.2922;2020-05-28;198
Sichuan;China;30.6171;102.7103;2020-05-28;564
Tianjin;China;39.3054;117.323;2020-05-28;192
Tibet;China;31.6927;88.0924;2020-05-28;1
Xinjiang;China;41.1129;85.2401;2020-05-28;76
Yunnan;China;24.974;101.48700000000001;2020-05-28;185
Zhejiang;China;29.1832;120.0934;2020-05-28;1268
;Colombia;4.5709;-74.2973;2020-05-28;25366
;Comoros;-11.6455;43.3333;2020-05-28;87
;Congo (Brazzaville);-0.228;15.8277;2020-05-28;571
;Congo (Kinshasa);-4.0383;21.7587;2020-05-28;2660
;Costa Rica;9.7489;-83.7534;2020-05-28;1000
;Cote d'Ivoire;7.54;-5.5471;2020-05-28;2641
;Croatia;45.1;15.2;2020-05-28;2245
;Cuba;21.521757;-77.78116700000001;2020-05-28;1983
;Cyprus;35.1264;33.4299;2020-05-28;941
;Czechia;49.8175;15.472999999999999;2020-05-28;9140
Faroe Islands;Denmark;61.8926;-6.9118;2020-05-28;187
Greenland;Denmark;71.7069;-42.6043;2020-05-28;13
;Denmark;56.2639;9.5018;2020-05-28;11512
;Diamond Princess;0.0;0.0;2020-05-28;712
;Djibouti;11.8251;42.5903;2020-05-28;2914
;Dominica;15.415;-61.371;2020-05-28;16
;Dominican Republic;18.7357;-70.1627;2020-05-28;16068
;Ecuador;-1.8312;-78.1834;2020-05-28;38471
;Egypt;26.820553000000004;30.802497999999996;2020-05-28;20793
;El Salvador;13.7942;-88.8965;2020-05-28;2194
;Equatorial Guinea;1.6508;10.2679;2020-05-28;1043
;Eritrea;15.1794;39.7823;2020-05-28;39
;Estonia;58.5953;25.0136;2020-05-28;1851
;Eswatini;-26.5225;31.4659;2020-05-28;279
;Ethiopia;9.145;40.4897;2020-05-28;831
;Fiji;-17.7134;178.065;2020-05-28;18
;Finland;61.92411;25.748151;2020-05-28;6743
French Guiana;France;3.9339;-53.1258;2020-05-28;436
French Polynesia;France;-17.6797;149.4068;2020-05-28;60
Guadeloupe;France;16.265;-61.551;2020-05-28;161
Martinique;France;14.6415;-61.0242;2020-05-28;197
Mayotte;France;-12.8275;45.166244;2020-05-28;1670
New Caledonia;France;-20.904304999999997;165.618042;2020-05-28;19
Reunion;France;-21.1151;55.5364;2020-05-28;465
Saint Barthelemy;France;17.9;-62.8333;2020-05-28;6
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-05-28;1
St Martin;France;18.0708;-63.0501;2020-05-28;40
;France;46.2276;2.2137;2020-05-28;183309
;Gabon;-0.8037;11.6094;2020-05-28;2431
;Gambia;13.4432;-15.3101;2020-05-28;25
;Georgia;42.3154;43.3569;2020-05-28;738
;Germany;51.165690999999995;10.451526;2020-05-28;182196
;Ghana;7.9465;-1.0232;2020-05-28;7303
;Greece;39.0742;21.8243;2020-05-28;2906
;Grenada;12.1165;-61.678999999999995;2020-05-28;23
;Guatemala;15.7835;-90.2308;2020-05-28;4348
;Guinea;9.9456;-9.6966;2020-05-28;3553
;Guinea-Bissau;11.8037;-15.1804;2020-05-28;1195
;Guyana;4.860416000000001;-58.93018000000001;2020-05-28;150
;Haiti;18.9712;-72.2852;2020-05-28;1320
;Holy See;41.9029;12.4534;2020-05-28;12
;Honduras;15.2;-86.2419;2020-05-28;4752
;Hungary;47.1625;19.5033;2020-05-28;3816
;Iceland;64.9631;-19.0208;2020-05-28;1805
;India;20.593684;78.96288;2020-05-28;165386
;Indonesia;-0.7893;113.9213;2020-05-28;24538
;Iran;32.427908;53.68804599999999;2020-05-28;143849
;Iraq;33.223191;43.679291;2020-05-28;5457
;Ireland;53.1424;-7.6921;2020-05-28;24841
;Israel;31.046051000000002;34.851612;2020-05-28;16872
;Italy;41.87194;12.56738;2020-05-28;231732
;Jamaica;18.1096;-77.2975;2020-05-28;569
;Japan;36.204824;138.252924;2020-05-28;16598
;Jordan;31.24;36.51;2020-05-28;728
;Kazakhstan;48.0196;66.9237;2020-05-28;9576
;Kenya;-0.0236;37.9062;2020-05-28;1618
;Korea, South;35.907757000000004;127.766922;2020-05-28;11402
;Kosovo;42.602636;20.902977;2020-05-28;1048
;Kuwait;29.311659999999996;47.481766;2020-05-28;24112
;Kyrgyzstan;41.20438;74.766098;2020-05-28;1594
;Laos;19.856270000000002;102.495496;2020-05-28;19
;Latvia;56.8796;24.6032;2020-05-28;1061
;Lebanon;33.8547;35.8623;2020-05-28;1168
;Lesotho;-29.61;28.2336;2020-05-28;2
;Liberia;6.4280550000000005;-9.429499;2020-05-28;269
;Libya;26.3351;17.228331;2020-05-28;105
;Liechtenstein;47.14;9.55;2020-05-28;82
;Lithuania;55.1694;23.8813;2020-05-28;1656
;Luxembourg;49.8153;6.1296;2020-05-28;4008
;MS Zaandam;0.0;0.0;2020-05-28;9
;Madagascar;-18.766947000000002;46.869107;2020-05-28;656
;Malawi;-13.2543;34.3015;2020-05-28;203
;Malaysia;4.210483999999999;101.97576600000001;2020-05-28;7629
;Maldives;3.2028;73.2207;2020-05-28;1513
;Mali;17.570692;-3.9961660000000006;2020-05-28;1194
;Malta;35.9375;14.3754;2020-05-28;616
;Marshall Islands;7.1315;171.1845;2020-05-28;0
;Mauritania;21.0079;-10.9408;2020-05-28;346
;Mauritius;-20.348404000000002;57.552152;2020-05-28;334
;Mexico;23.6345;-102.5528;2020-05-28;81400
;Moldova;47.4116;28.3699;2020-05-28;7725
;Monaco;43.7333;7.4167;2020-05-28;98
;Mongolia;46.8625;103.8467;2020-05-28;161
;Montenegro;42.708678000000006;19.37439;2020-05-28;324
;Morocco;31.7917;-7.0926;2020-05-28;7643
;Mozambique;-18.665695;35.529562;2020-05-28;233
;Namibia;-22.9576;18.4904;2020-05-28;22
;Nepal;28.1667;84.25;2020-05-28;1042
Aruba;Netherlands;12.5211;-69.9683;2020-05-28;101
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-05-28;6
Curacao;Netherlands;12.1696;-68.99;2020-05-28;18
Sint Maarten;Netherlands;18.0425;-63.0548;2020-05-28;77
;Netherlands;52.1326;5.2913;2020-05-28;45950
;New Zealand;-40.9006;174.886;2020-05-28;1504
;Nicaragua;12.865416;-85.207229;2020-05-28;759
;Niger;17.607789;8.081666;2020-05-28;955
;Nigeria;9.082;8.6753;2020-05-28;8915
;North Macedonia;41.6086;21.7453;2020-05-28;2077
;Norway;60.472;8.4689;2020-05-28;8411
;Oman;21.512583;55.923255000000005;2020-05-28;9009
;Pakistan;30.3753;69.3451;2020-05-28;64028
;Panama;8.538;-80.7821;2020-05-28;12131
;Papua New Guinea;-6.314993;143.95555;2020-05-28;8
;Paraguay;-23.4425;-58.4438;2020-05-28;900
;Peru;-9.19;-75.0152;2020-05-28;141779
;Philippines;12.879721;121.77401699999999;2020-05-28;15588
;Poland;51.9194;19.1451;2020-05-28;22825
;Portugal;39.3999;-8.2245;2020-05-28;31596
;Qatar;25.3548;51.1839;2020-05-28;50914
;Romania;45.9432;24.9668;2020-05-28;18791
;Russia;61.52401;105.31875600000001;2020-05-28;379051
;Rwanda;-1.9403;29.8739;2020-05-28;349
;Saint Kitts and Nevis;17.357822;-62.782998;2020-05-28;15
;Saint Lucia;13.9094;-60.9789;2020-05-28;18
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-05-28;25
;San Marino;43.9424;12.4578;2020-05-28;670
;Sao Tome and Principe;0.1864;6.6131;2020-05-28;458
;Saudi Arabia;23.885942;45.079162;2020-05-28;80185
;Senegal;14.4974;-14.4524;2020-05-28;3348
;Serbia;44.0165;21.0059;2020-05-28;11300
;Seychelles;-4.6796;55.492;2020-05-28;11
;Sierra Leone;8.460555000000001;-11.779889;2020-05-28;812
;Singapore;1.2833;103.8333;2020-05-28;33249
;Slovakia;48.669;19.699;2020-05-28;1520
;Slovenia;46.1512;14.9955;2020-05-28;1473
;Solomon Islands;-9.6457;160.1562;2020-05-28;0
;Somalia;5.152149;46.199616;2020-05-28;1828
;South Africa;-30.5595;22.9375;2020-05-28;27403
;South Sudan;6.877000000000001;31.307;2020-05-28;994
;Spain;40.463667;-3.7492199999999998;2020-05-28;237906
;Sri Lanka;7.873054;80.77179699999999;2020-05-28;1530
;Sudan;12.8628;30.2176;2020-05-28;4346
;Suriname;3.9193;-56.0278;2020-05-28;12
;Sweden;60.128161;18.643501;2020-05-28;37191
;Switzerland;46.8182;8.2275;2020-05-28;30796
;Syria;34.802075;38.996815000000005;2020-05-28;122
;Taiwan*;23.7;121.0;2020-05-28;441
;Tajikistan;38.861;71.2761;2020-05-28;3563
;Tanzania;-6.369028;34.888822;2020-05-28;509
;Thailand;15.870032;100.992541;2020-05-28;3065
;Timor-Leste;-8.874217;125.727539;2020-05-28;24
;Togo;8.6195;0.8248;2020-05-28;422
;Trinidad and Tobago;10.6918;-61.2225;2020-05-28;116
;Tunisia;33.886917;9.537499;2020-05-28;1068
;Turkey;38.9637;35.2433;2020-05-28;160979
;US;40.0;-100.0;2020-05-28;1727357
;Uganda;1.373333;32.290275;2020-05-28;317
;Ukraine;48.3794;31.1656;2020-05-28;22382
;United Arab Emirates;23.424076;53.847818000000004;2020-05-28;32532
Anguilla;United Kingdom;18.2206;-63.0686;2020-05-28;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-05-28;140
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-05-28;8
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-05-28;140
Channel Islands;United Kingdom;49.3723;-2.3644;2020-05-28;560
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-05-28;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-05-28;158
Isle of Man;United Kingdom;54.2361;-4.5481;2020-05-28;336
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-05-28;11
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-05-28;12
;United Kingdom;55.3781;-3.4360000000000004;2020-05-28;252473
;Uruguay;-32.5228;-55.7658;2020-05-28;811
;Uzbekistan;41.377491;64.585262;2020-05-28;3444
;Vanuatu;-15.3767;166.9592;2020-05-28;0
;Venezuela;6.4238;-66.5897;2020-05-28;1325
;Vietnam;14.058323999999999;108.277199;2020-05-28;327
;West Bank and Gaza;31.9522;35.2332;2020-05-28;446
;Western Sahara;24.2155;-12.8858;2020-05-28;9
;Yemen;15.552726999999999;48.516388;2020-05-28;278
;Zambia;-13.133897;27.849332;2020-05-28;1057
;Zimbabwe;-19.015438;29.154857;2020-05-28;149
;Afghanistan;33.93911;67.709953;2020-05-29;13662
;Albania;41.1533;20.1683;2020-05-29;1099
;Algeria;28.0339;1.6596;2020-05-29;9134
;Andorra;42.5063;1.5218;2020-05-29;764
;Angola;-11.2027;17.8739;2020-05-29;81
;Antigua and Barbuda;17.0608;-61.7964;2020-05-29;25
;Argentina;-38.4161;-63.6167;2020-05-29;15419
;Armenia;40.0691;45.0382;2020-05-29;8676
Australian Capital Territory;Australia;-35.4735;149.0124;2020-05-29;107
New South Wales;Australia;-33.8688;151.2093;2020-05-29;3092
Northern Territory;Australia;-12.4634;130.8456;2020-05-29;29
Queensland;Australia;-27.4698;153.0251;2020-05-29;1058
South Australia;Australia;-34.9285;138.6007;2020-05-29;440
Tasmania;Australia;-42.8821;147.3272;2020-05-29;228
Victoria;Australia;-37.8136;144.9631;2020-05-29;1645
Western Australia;Australia;-31.9505;115.8605;2020-05-29;585
;Austria;47.5162;14.5501;2020-05-29;16655
;Azerbaijan;40.1431;47.5769;2020-05-29;4989
;Bahamas;25.025885;-78.035889;2020-05-29;102
;Bahrain;26.0275;50.55;2020-05-29;10449
;Bangladesh;23.685;90.3563;2020-05-29;42844
;Barbados;13.1939;-59.5432;2020-05-29;92
;Belarus;53.7098;27.9534;2020-05-29;40764
;Belgium;50.8333;4.469936;2020-05-29;58061
;Belize;17.1899;-88.4976;2020-05-29;18
;Benin;9.3077;2.3158;2020-05-29;224
;Bhutan;27.5142;90.4336;2020-05-29;31
;Bolivia;-16.2902;-63.5887;2020-05-29;8731
;Bosnia and Herzegovina;43.9159;17.6791;2020-05-29;2485
;Botswana;-22.3285;24.6849;2020-05-29;35
;Brazil;-14.235;-51.9253;2020-05-29;465166
;Brunei;4.5353;114.7277;2020-05-29;141
;Bulgaria;42.7339;25.4858;2020-05-29;2485
;Burkina Faso;12.2383;-1.5616;2020-05-29;847
;Burma;21.9162;95.956;2020-05-29;207
;Burundi;-3.3731;29.9189;2020-05-29;42
;Cabo Verde;16.5388;-23.0418;2020-05-29;405
;Cambodia;11.55;104.9167;2020-05-29;124
;Cameroon;3.8480000000000003;11.5021;2020-05-29;5436
Alberta;Canada;53.9333;-116.5765;2020-05-29;6979
British Columbia;Canada;53.7267;-127.6476;2020-05-29;2562
Diamond Princess;Canada;0.0;0.0;2020-05-29;1
Grand Princess;Canada;0.0;0.0;2020-05-29;13
Manitoba;Canada;53.7609;-98.8139;2020-05-29;294
New Brunswick;Canada;46.5653;-66.4619;2020-05-29;128
Newfoundland and Labrador;Canada;53.1355;-57.6604;2020-05-29;261
Northwest Territories;Canada;64.8255;-124.8457;2020-05-29;5
Nova Scotia;Canada;44.681999999999995;-63.7443;2020-05-29;1055
Nunavut;Canada;70.2998;-83.1076;2020-05-29;0
Ontario;Canada;51.2538;-85.3232;2020-05-29;28700
Prince Edward Island;Canada;46.5107;-63.4168;2020-05-29;27
Quebec;Canada;52.9399;-73.5491;2020-05-29;50232
Repatriated Travellers;Canada;;;2020-05-29;0
Saskatchewan;Canada;52.9399;-106.4509;2020-05-29;641
Yukon;Canada;64.2823;-135.0;2020-05-29;11
;Central African Republic;6.6111;20.9394;2020-05-29;874
;Chad;15.4542;18.7322;2020-05-29;759
;Chile;-35.6751;-71.543;2020-05-29;105532
Anhui;China;31.8257;117.2264;2020-05-29;991
Beijing;China;40.1824;116.4142;2020-05-29;593
Chongqing;China;30.0572;107.874;2020-05-29;579
Fujian;China;26.0789;117.9874;2020-05-29;358
Gansu;China;35.7518;104.2861;2020-05-29;139
Guangdong;China;23.3417;113.4244;2020-05-29;1593
Guangxi;China;23.8298;108.7881;2020-05-29;254
Guizhou;China;26.8154;106.8748;2020-05-29;147
Hainan;China;19.1959;109.7453;2020-05-29;169
Hebei;China;39.549;116.1306;2020-05-29;328
Heilongjiang;China;47.861999999999995;127.7615;2020-05-29;945
Henan;China;37.8957;114.9042;2020-05-29;1276
Hong Kong;China;22.3;114.2;2020-05-29;1079
Hubei;China;30.9756;112.2707;2020-05-29;68135
Hunan;China;27.6104;111.7088;2020-05-29;1019
Inner Mongolia;China;44.0935;113.9448;2020-05-29;232
Jiangsu;China;32.9711;119.455;2020-05-29;653
Jiangxi;China;27.614;115.7221;2020-05-29;937
Jilin;China;43.6661;126.1923;2020-05-29;155
Liaoning;China;41.2956;122.6085;2020-05-29;149
Macau;China;22.1667;113.55;2020-05-29;45
Ningxia;China;37.2692;106.1655;2020-05-29;75
Qinghai;China;35.7452;95.9956;2020-05-29;18
Shaanxi;China;35.1917;108.8701;2020-05-29;308
Shandong;China;36.3427;118.1498;2020-05-29;790
